vendor_id,passenger_count,trip_distance,fare_amount,tip_amount,total_amount,pickup_datetime,dropoff_datetime,payment_method,tip_pct,duration_min
1,1,4.0,9.7,1.23,10.93,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1268,25.0
2,3,9.88,6.64,0.0,6.64,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
2,4,19.2,49.99,16.6,66.59,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.3321,25.0
1,1,1.13,44.24,10.06,54.3,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2274,25.0
2,3,17.75,41.93,8.24,50.17,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1965,25.0
2,2,3.5,79.72,0.0,79.72,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
1,6,24.21,38.36,5.98,44.34,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.1559,25.0
2,3,21.36,54.76,10.54,65.3,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1925,25.0
1,2,6.3,64.32,2.73,67.05,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0424,25.0
1,5,22.16,6.0,0.77,6.77,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1283,25.0
2,4,20.67,27.51,6.92,34.43,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2515,25.0
2,6,13.18,13.52,0.35,13.87,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0259,25.0
1,2,11.1,70.72,15.84,86.56,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.224,25.0
1,3,23.4,67.19,7.15,74.34,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1064,25.0
1,3,5.31,30.3,9.49,39.79,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.3132,25.0
1,5,23.57,13.51,2.52,16.03,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1865,25.0
2,5,1.51,17.01,5.37,22.38,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.3157,25.0
2,6,5.66,10.17,2.74,12.91,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2694,25.0
2,6,23.94,50.98,0.0,50.98,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
2,1,17.37,22.61,3.21,25.82,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.142,25.0
1,3,21.61,37.41,2.67,40.08,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0714,25.0
1,3,13.12,59.8,20.41,80.21,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.3413,25.0
1,2,2.87,28.25,2.64,30.89,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0935,25.0
1,3,23.38,75.85,11.1,86.95,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.1463,25.0
2,4,22.04,18.43,0.0,18.43,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,2,14.79,5.76,1.02,6.78,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1771,25.0
2,3,13.65,7.84,2.42,10.26,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.3087,25.0
2,3,1.61,36.75,9.36,46.11,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2547,25.0
2,1,9.97,47.34,0.0,47.34,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,2,24.39,62.09,0.0,62.09,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
2,2,5.38,32.36,6.32,38.68,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1953,25.0
1,6,8.66,42.01,0.0,42.01,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,3,23.32,43.47,0.0,43.47,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
2,5,8.74,16.35,4.23,20.58,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2587,25.0
1,3,8.62,57.86,0.0,57.86,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
1,5,12.13,78.47,21.88,100.35,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2788,25.0
2,2,20.63,58.83,3.51,62.34,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0597,25.0
1,4,8.19,6.4,0.25,6.65,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0391,25.0
2,6,18.32,35.38,0.0,35.38,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,5,9.73,43.42,15.17,58.59,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.3494,25.0
2,5,12.36,38.93,7.44,46.37,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1911,25.0
2,3,17.77,25.2,0.0,25.2,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
2,3,3.49,28.1,9.18,37.28,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.3267,25.0
1,3,1.53,72.08,8.71,80.79,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1208,25.0
2,2,5.45,30.32,2.72,33.04,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0897,25.0
1,2,1.74,74.91,3.6,78.51,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0481,25.0
2,3,18.08,52.48,0.0,52.48,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
1,4,16.5,55.77,0.0,55.77,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
2,3,7.49,40.29,0.0,40.29,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
1,5,18.6,73.0,0.0,73.0,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
1,1,24.93,73.41,0.0,73.41,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
2,1,0.73,63.89,0.0,63.89,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
2,2,21.35,74.56,11.86,86.42,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1591,25.0
2,6,6.8,24.74,2.86,27.6,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1156,25.0
1,2,15.47,5.07,0.52,5.59,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1026,25.0
1,2,24.55,66.85,2.03,68.88,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0304,25.0
2,4,6.27,28.59,0.0,28.59,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
1,3,16.52,76.51,19.36,95.87,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.253,25.0
2,2,10.43,8.72,0.0,8.72,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
2,5,5.91,56.46,18.59,75.05,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.3293,25.0
2,4,17.7,40.34,13.96,54.3,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.3461,25.0
1,6,18.99,61.56,17.79,79.35,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.289,25.0
1,1,20.8,43.94,5.56,49.5,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1265,25.0
2,5,11.33,47.53,0.0,47.53,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,1,11.61,58.49,18.4,76.89,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.3146,25.0
2,6,20.27,38.72,0.0,38.72,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
1,1,10.88,34.09,8.9,42.99,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2611,25.0
1,4,1.28,45.13,0.0,45.13,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
2,3,24.82,17.68,0.0,17.68,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,6,24.12,38.09,5.03,43.12,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1321,25.0
2,5,3.62,53.67,3.35,57.02,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0624,25.0
2,6,18.12,67.45,23.1,90.55,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.3425,25.0
2,2,7.25,44.43,3.85,48.28,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0867,25.0
1,2,5.55,6.45,1.39,7.84,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2155,25.0
1,2,18.64,49.14,11.56,60.7,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2352,25.0
1,2,12.85,37.36,9.86,47.22,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.2639,25.0
2,2,7.89,21.8,4.4,26.2,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2018,25.0
2,1,14.14,78.91,11.42,90.33,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1447,25.0
2,6,16.95,51.58,8.95,60.53,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.1735,25.0
1,5,12.1,56.92,5.97,62.89,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1049,25.0
1,5,10.61,26.86,7.58,34.44,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2822,25.0
1,3,5.48,46.35,0.0,46.35,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
1,1,7.08,74.09,2.4,76.49,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0324,25.0
1,4,5.62,70.4,0.0,70.4,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
1,6,3.37,27.04,2.0,29.04,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.074,25.0
2,2,14.03,73.5,18.1,91.6,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.2463,25.0
2,3,13.06,32.93,4.14,37.07,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1257,25.0
2,2,9.58,39.42,9.97,49.39,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2529,25.0
1,3,14.06,7.47,1.94,9.41,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2597,25.0
1,4,14.46,26.43,0.0,26.43,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,4,24.18,41.95,10.06,52.01,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2398,25.0
1,6,13.89,39.02,4.81,43.83,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1233,25.0
1,5,1.33,73.68,16.55,90.23,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2246,25.0
2,2,21.14,75.83,20.29,96.12,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2676,25.0
1,5,11.67,9.17,0.0,9.17,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
2,6,12.45,50.96,11.0,61.96,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2159,25.0
2,5,24.45,44.45,0.26,44.71,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0058,25.0
1,1,22.99,42.17,6.36,48.53,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1508,25.0
2,3,19.98,22.31,1.97,24.28,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0883,25.0
1,3,17.26,32.35,6.4,38.75,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1978,25.0
1,4,9.79,53.68,14.27,67.95,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2658,25.0
1,1,12.75,8.26,0.0,8.26,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,5,23.02,53.01,18.13,71.14,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.342,25.0
2,3,1.64,20.07,6.23,26.3,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.3104,25.0
1,2,23.25,56.02,0.0,56.02,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
1,6,20.61,5.19,0.0,5.19,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
2,6,22.46,26.75,5.31,32.06,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.1985,25.0
1,5,18.76,33.17,9.18,42.35,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.2768,25.0
2,5,19.34,8.08,2.37,10.45,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2933,25.0
2,4,6.09,77.64,17.23,94.87,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2219,25.0
1,5,7.74,36.82,8.51,45.33,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2311,25.0
1,4,17.94,58.2,0.0,58.2,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
1,3,11.4,60.21,2.25,62.46,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0374,25.0
2,4,14.15,11.77,0.0,11.77,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,5,15.15,11.85,0.0,11.85,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
2,4,19.59,69.64,0.0,69.64,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,2,3.9,47.47,0.0,47.47,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
1,4,7.26,24.4,0.0,24.4,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
2,2,18.16,40.8,0.0,40.8,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,2,7.96,49.13,0.0,49.13,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
2,4,8.7,29.25,8.23,37.48,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2814,25.0
2,3,4.85,26.83,6.53,33.36,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2434,25.0
2,5,19.66,77.62,0.0,77.62,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
1,5,5.4,32.58,4.48,37.06,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1375,25.0
2,6,5.64,55.81,18.62,74.43,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.3336,25.0
2,6,12.73,67.18,0.0,67.18,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
2,1,11.5,22.39,5.6,27.99,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2501,25.0
2,5,1.4,48.25,15.6,63.85,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.3233,25.0
1,1,19.34,57.32,11.91,69.23,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.2078,25.0
2,3,24.16,16.64,3.28,19.92,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1971,25.0
1,5,18.8,12.05,0.0,12.05,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
1,3,24.94,37.88,10.24,48.12,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2703,25.0
1,6,3.97,11.95,4.02,15.97,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.3364,25.0
2,4,2.89,30.07,5.48,35.55,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1822,25.0
1,1,21.3,28.24,8.01,36.25,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2836,25.0
1,5,4.77,55.46,0.0,55.46,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,6,5.02,29.16,4.72,33.88,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1619,25.0
2,5,11.02,34.06,10.53,44.59,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.3092,25.0
1,5,2.99,57.56,0.0,57.56,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
1,3,16.93,31.8,0.0,31.8,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
2,5,3.3,44.11,9.22,53.33,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.209,25.0
2,5,14.96,68.26,19.44,87.7,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2848,25.0
1,2,9.65,27.8,0.0,27.8,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,4,5.05,42.82,2.07,44.89,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0483,25.0
2,4,15.68,46.17,2.27,48.44,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0492,25.0
2,5,12.88,76.34,5.21,81.55,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0682,25.0
2,4,4.6,35.09,8.72,43.81,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2485,25.0
1,3,6.01,64.49,0.0,64.49,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
2,5,13.01,16.78,4.36,21.14,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2598,25.0
1,6,11.31,24.36,8.45,32.81,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.3469,25.0
1,3,21.93,79.22,0.0,79.22,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
2,1,19.5,38.18,10.91,49.09,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2858,25.0
2,2,15.6,19.95,4.81,24.76,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2411,25.0
2,5,13.7,65.83,13.13,78.96,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.1995,25.0
2,5,24.64,78.4,0.0,78.4,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
1,3,21.74,14.3,2.06,16.36,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1441,25.0
1,6,8.39,57.31,0.0,57.31,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,6,10.65,61.87,10.6,72.47,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1713,25.0
2,5,18.87,9.74,2.62,12.36,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.269,25.0
1,6,24.32,38.56,7.85,46.41,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.2036,25.0
2,2,12.62,68.61,9.55,78.16,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.1392,25.0
2,3,22.41,66.95,13.54,80.49,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2022,25.0
1,1,23.27,7.49,2.19,9.68,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2924,25.0
2,2,24.89,37.54,0.0,37.54,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,1,16.54,71.04,21.74,92.78,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.306,25.0
1,4,15.83,10.26,2.33,12.59,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2271,25.0
1,1,5.73,36.62,0.0,36.62,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
2,1,0.7,14.09,0.0,14.09,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
1,4,2.24,66.1,9.77,75.87,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1478,25.0
2,3,3.86,10.79,0.39,11.18,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0361,25.0
1,5,16.43,52.76,1.26,54.02,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0239,25.0
1,4,15.59,30.69,0.0,30.69,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,2,18.93,69.36,0.0,69.36,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,3,16.29,30.72,8.51,39.23,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.277,25.0
1,6,21.96,46.06,9.8,55.86,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2128,25.0
2,6,1.84,43.35,11.35,54.7,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2618,25.0
2,6,15.05,41.61,0.0,41.61,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
2,3,13.89,79.0,3.65,82.65,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0462,25.0
1,5,2.15,61.97,16.71,78.68,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.2696,25.0
2,5,7.52,20.4,6.77,27.17,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.3319,25.0
1,3,2.55,36.19,8.11,44.3,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2241,25.0
1,5,8.51,42.86,0.0,42.86,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
1,1,6.49,27.57,9.2,36.77,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.3337,25.0
1,1,0.81,12.81,0.25,13.06,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0195,25.0
2,5,13.17,57.31,0.0,57.31,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
2,6,22.22,16.69,0.0,16.69,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
2,6,24.39,29.46,5.4,34.86,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1833,25.0
1,3,4.35,41.71,0.81,42.52,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0194,25.0
1,1,21.54,71.96,2.9,74.86,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0403,25.0
1,2,23.31,22.59,3.03,25.62,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.1341,25.0
2,2,8.38,46.02,11.93,57.95,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2592,25.0
2,1,12.8,73.6,21.28,94.88,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2891,25.0
2,1,21.99,17.63,6.06,23.69,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.3437,25.0
2,1,9.54,62.79,1.9,64.69,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0303,25.0
2,3,15.0,46.85,10.21,57.06,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2179,25.0
1,2,0.66,79.83,20.47,100.3,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2564,25.0
1,3,0.54,5.82,1.3,7.12,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2234,25.0
1,4,12.55,68.52,2.49,71.01,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0363,25.0
2,1,1.58,77.91,0.0,77.91,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,4,24.38,72.19,17.71,89.9,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2453,25.0
2,1,15.0,48.14,10.74,58.88,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.2231,25.0
2,3,23.19,37.06,3.07,40.13,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0828,25.0
2,2,2.33,57.26,6.37,63.63,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1112,25.0
1,2,11.51,14.34,0.55,14.89,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0384,25.0
1,4,8.05,34.89,11.78,46.67,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.3376,25.0
2,6,17.57,68.79,0.0,68.79,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
1,3,10.21,20.34,1.06,21.4,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0521,25.0
1,1,23.83,55.47,0.0,55.47,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,2,3.48,46.25,1.53,47.78,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0331,25.0
2,3,17.31,67.11,3.07,70.18,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0457,25.0
1,1,24.93,48.26,0.0,48.26,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,1,1.55,72.59,3.27,75.86,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.045,25.0
2,4,1.22,7.85,1.19,9.04,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1516,25.0
1,3,7.36,17.13,0.0,17.13,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,4,10.59,6.63,0.57,7.2,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.086,25.0
1,4,5.39,8.63,0.0,8.63,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0,25.0
2,6,9.3,51.94,14.45,66.39,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.2782,25.0
2,2,1.14,30.15,3.39,33.54,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1124,25.0
2,5,9.26,6.23,0.61,6.84,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0979,25.0
1,3,13.58,78.02,0.0,78.02,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
2,3,23.41,62.07,12.51,74.58,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2015,25.0
2,5,1.19,17.38,4.9,22.28,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.2819,25.0
1,4,13.78,76.01,14.98,90.99,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1971,25.0
1,5,5.86,41.27,0.0,41.27,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.0,25.0
1,3,18.06,4.05,0.29,4.34,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0716,25.0
1,1,21.24,8.53,0.0,8.53,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
2,5,2.98,77.0,25.38,102.38,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.3296,25.0
2,6,24.04,28.52,7.31,35.83,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.2563,25.0
2,2,16.81,17.24,4.18,21.42,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.2425,25.0
1,6,0.54,32.76,3.38,36.14,2015-01-15 08:30:00,2015-01-15 08:55:00,Dispute,0.1032,25.0
1,5,8.3,68.66,13.64,82.3,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.1987,25.0
2,2,8.61,52.61,0.0,52.61,2015-01-15 08:30:00,2015-01-15 08:55:00,Credit card,0.0,25.0
1,6,16.92,22.09,1.3,23.39,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0589,25.0
1,6,2.16,37.94,0.0,37.94,2015-01-15 08:30:00,2015-01-15 08:55:00,No charge,0.0,25.0
2,6,10.78,63.81,1.08,64.89,2015-01-15 08:30:00,2015-01-15 08:55:00,Cash,0.0169,25.0
